Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Segment
190,1,109.0,1,1,2,112
19,1,29.0,3,1,1,311
171,1,166.99,1,1,3,113
23,1,250.0,3,1,3,313
196,1,249.99,1,1,3,113
74,1,79.9,3,1,2,312
112,1,230.0,2,1,3,213
63,1,107.49000000000001,3,1,2,312
146,1,109.9,2,1,2,212
55,1,33.49,3,1,1,311
233,1,22.9,1,1,1,111
196,1,216.0,1,1,3,113
79,1,67.99,3,1,2,312
72,1,105.0,3,1,2,312
78,1,45.0,3,1,1,311
13,1,44.99,3,1,1,311
177,1,49.99,1,1,1,111
21,1,74.9,3,1,2,312
222,1,18.9,1,1,1,111
30,1,69.9,3,1,2,312
67,1,79.99,3,1,2,312
173,1,107.8,1,1,2,112
124,1,329.0,2,1,3,213
6,1,106.6,3,1,2,312
56,1,79.0,3,1,2,312
84,1,119.9,2,1,2,212
124,1,159.99,2,1,3,213
160,1,139.0,2,1,3,213
50,1,45.0,3,1,1,311
25,1,185.9,3,1,3,313
13,1,24.9,3,1,1,311
196,1,107.6,1,1,2,112
26,1,81.0,3,1,2,312
19,1,28.99,3,1,1,311
99,1,35.8,2,1,1,211
205,1,349.9,1,1,3,113
62,1,149.9,3,1,3,313
93,1,18.9,2,1,1,211
165,1,143.8,1,1,3,113
78,1,179.9,3,1,3,313
189,1,35.99,1,1,1,111
177,1,129.94,1,1,3,113
27,1,200.0,3,1,3,313
103,1,24.99,2,1,1,211
68,1,45.0,3,1,1,311
18,1,44.99,3,1,1,311
214,1,167.98,1,1,3,113
189,1,59.7,1,1,2,112
145,1,49.99,2,1,1,211
15,1,79.9,3,1,2,312
180,1,149.8,1,1,3,113
16,1,70.0,3,1,2,312
123,1,50.95,2,1,1,211
185,1,41.9,1,1,1,111
26,1,55.9,3,1,1,311
85,1,89.98,2,1,2,212
9,1,47.33,3,1,1,311
45,1,85.39,3,1,2,312
110,1,29.99,2,1,1,211
188,1,299.8,1,1,3,113
88,1,119.9,2,1,2,212
10,1,159.99,3,1,3,313
57,1,169.89,3,1,3,313
82,1,94.99,3,1,2,312
213,1,194.0,1,1,3,113
190,1,84.0,1,1,2,112
134,1,119.0,2,1,2,212
150,1,149.0,2,1,3,213
62,1,55.0,3,1,1,311
219,1,32.9,1,1,1,111
234,1,299.9,1,1,3,113
129,1,120.0,2,1,2,212
126,1,195.0,2,1,3,213
170,1,19.9,1,1,1,111
29,1,170.0,3,1,3,313
218,1,79.6,1,1,2,112
229,1,89.0,1,1,2,112
107,1,118.75,2,1,2,212
222,1,29.99,1,1,1,111
66,1,55.0,3,1,1,311
166,1,64.9,1,1,2,112
155,1,19.79,2,1,1,211
218,1,22.5,1,1,1,111
148,1,99.9,2,1,2,212
10,1,110.0,3,1,2,312
220,1,115.99,1,1,2,112
142,1,250.0,2,1,3,213
149,1,995.0,2,1,3,213
56,1,39.9,3,1,1,311
16,1,100.0,3,1,2,312
81,1,196.0,3,1,3,313
47,1,99.0,3,1,2,312
182,1,120.0,1,1,2,112
53,1,25.9,3,1,1,311
73,1,29.99,3,1,1,311
200,1,33.4,1,1,1,111
73,1,89.0,3,1,2,312
22,1,879.0,3,1,3,313
237,1,298.0,1,1,3,113
175,1,180.0,1,1,3,113
27,1,50.2,3,1,1,311
194,1,199.0,1,1,3,113
136,1,440.0,2,1,3,213
128,1,26.9,2,1,1,211
147,1,149.9,2,1,3,213
173,1,34.9,1,1,1,111
25,1,49.9,3,1,1,311
99,1,39.0,2,1,1,211
125,1,14.0,2,1,1,211
201,1,122.99,1,1,2,112
21,1,157.0,3,1,3,313
158,1,34.49,2,1,1,211
74,1,93.9,3,1,2,312
134,1,74.9,2,1,2,212
163,1,49.9,2,1,1,211
138,1,19.9,2,1,1,211
137,1,39.0,2,1,1,211
166,1,82.0,1,1,2,112
219,1,69.9,1,1,2,112
148,1,79.99,2,1,2,212
69,1,49.0,3,1,1,311
206,1,205.0,1,1,3,113
124,1,85.0,2,1,2,212
132,1,120.0,2,1,2,212
15,1,122.99,3,1,2,312
77,1,114.0,3,1,2,312
12,2,511.0,3,3,3,333
10,1,14.3,3,1,1,311
161,1,49.0,2,1,1,211
121,1,13.65,2,1,1,211
134,1,110.49,2,1,2,212
179,1,88.9,1,1,2,112
80,1,59.0,3,1,2,312
124,1,94.9,2,1,2,212
74,1,199.9,3,1,3,313
156,1,989.0,2,1,3,213
234,1,599.0,1,1,3,113
140,1,256.2,2,1,3,213
140,1,29.99,2,1,1,211
68,1,54.98,3,1,1,311
172,1,274.9,1,1,3,113
187,1,59.9,1,1,2,112
172,1,70.8,1,1,2,112
208,1,806.97,1,1,3,113
165,1,23.0,1,1,1,111
106,1,99.0,2,1,2,212
184,1,97.9,1,1,2,112
224,1,65.9,1,1,2,112
175,1,225.0,1,1,3,113
52,1,144.9,3,1,3,313
131,1,220.0,2,1,3,213
181,1,29.99,1,1,1,111
167,1,380.0,1,1,3,113
56,1,69.9,3,1,2,312
135,1,149.9,2,1,3,213
127,1,67.0,2,1,2,212
49,1,119.98,3,1,2,312
77,1,189.0,3,1,3,313
168,1,330.0,1,1,3,113
217,1,79.9,1,1,2,112
23,1,149.94,3,1,3,313
88,1,654.9,2,1,3,213
154,1,72.82,2,1,2,212
151,1,149.9,2,1,3,213
220,1,56.0,1,1,1,111
15,1,119.9,3,1,2,312
116,1,139.0,2,1,3,213
185,1,38.4,1,1,1,111
173,1,274.9,1,1,3,113
13,1,46.0,3,1,1,311
183,1,249.9,1,1,3,113
203,1,149.9,1,1,3,113
68,1,67.99,3,1,2,312
60,1,21.99,3,1,1,311
158,1,102.0,2,1,2,212
114,1,99.9,2,1,2,212
150,1,139.65,2,1,3,213
11,1,142.0,3,1,3,313
197,1,168.99,1,1,3,113
194,1,49.9,1,1,1,111
73,1,39.9,3,1,1,311
71,1,215.8,3,1,3,313
190,1,325.0,1,1,3,113
160,1,99.9,2,1,2,212
188,1,85.0,1,1,2,112
167,1,28.9,1,1,1,111
217,1,119.0,1,1,2,112
36,1,24.9,3,1,1,311
12,1,89.99,3,1,2,312
209,1,58.9,1,1,2,112
142,1,108.98,2,1,2,212
216,1,245.8,1,1,3,113
105,1,228.9,2,1,3,213
164,1,163.8,1,1,3,113
225,1,1014.0,1,1,3,113
140,1,25.77,2,1,1,211
198,1,27.9,1,1,1,111
111,1,129.9,2,1,3,213
147,1,89.8,2,1,2,212
23,1,17.0,3,1,1,311
209,1,116.9,1,1,2,112
182,1,128.89,1,1,3,113
177,1,39.9,1,1,1,111
234,1,59.99,1,1,2,112
103,1,49.8,2,1,1,211
215,1,29.99,1,1,1,111
23,1,59.0,3,1,2,312
178,1,72.9,1,1,2,112
103,1,89.99,2,1,2,212
12,1,57.99,3,1,2,312
24,1,12.51,3,1,1,311
222,1,159.9,1,1,3,113
36,1,85.71,3,1,2,312
72,1,99.0,3,1,2,312
228,1,149.8,1,1,3,113
189,1,69.9,1,1,2,112
89,1,159.9,2,1,3,213
185,1,38.09,1,1,1,111
204,1,189.0,1,1,3,113
233,1,129.9,1,1,3,113
108,1,79.9,2,1,2,212
5,1,79.99,3,1,2,312
102,1,329.9,2,1,3,213
145,1,47.9,2,1,1,211
14,1,159.8,3,1,3,313
45,1,167.49,3,1,3,313
18,1,178.0,3,1,3,313
159,1,284.0,2,1,3,213
23,1,78.0,3,1,2,312
48,1,64.99,3,1,2,312
220,1,49.99,1,1,1,111
191,1,356.0,1,1,3,113
215,1,56.97,1,1,1,111
194,1,94.9,1,1,2,112
101,1,32.99,2,1,1,211
106,1,18.0,2,1,1,211
16,1,339.9,3,1,3,313
160,1,35.9,2,1,1,211
163,1,79.9,2,1,2,212
232,1,149.8,1,1,3,113
127,1,219.0,2,1,3,213
17,1,122.99,3,1,2,312
95,1,13.8,2,1,1,211
80,1,49.9,3,1,1,311
6,1,299.9,3,1,3,313
161,1,142.9,2,1,3,213
84,1,230.0,2,1,3,213
68,1,34.99,3,1,1,311
92,1,239.6,2,1,3,213
219,1,289.9,1,1,3,113
222,1,18.0,1,1,1,111
152,1,46.99,2,1,1,211
179,1,76.8,1,1,2,112
53,1,279.9,3,1,3,313
208,1,149.0,1,1,3,113
121,1,13.99,2,1,1,211
92,1,90.0,2,1,2,212
140,1,55.8,2,1,1,211
136,1,365.70000000000005,2,1,3,213
159,1,27.99,2,1,1,211
29,1,119.9,3,1,2,312
229,1,83.8,1,1,2,112
139,1,56.1,2,1,1,211
124,1,149.0,2,1,3,213
128,1,88.9,2,1,2,212
47,1,169.9,3,1,3,313
231,1,120.0,1,1,2,112
35,1,159.0,3,1,3,313
222,1,69.9,1,1,2,112
179,1,109.9,1,1,2,112
60,1,33.49,3,1,1,311
75,1,849.0,3,1,3,313
20,1,11.0,3,1,1,311
108,1,899.9,2,1,3,213
191,1,98.0,1,1,2,112
25,1,105.9,3,1,2,312
122,1,241.0,2,1,3,213
164,1,79.97,1,1,2,112
172,1,12.0,1,1,1,111
211,1,29.99,1,1,1,111
84,2,194.0,2,3,3,233
209,1,79.98,1,1,2,112
42,1,78.99,3,1,2,312
192,1,45.9,1,1,1,111
124,1,29.9,2,1,1,211
196,1,388.0,1,1,3,113
65,1,129.0,3,1,3,313
215,1,114.0,1,1,2,112
108,1,118.9,2,1,2,212
171,1,49.99,1,1,1,111
98,1,40.5,2,1,1,211
113,1,57.89,2,1,2,212
116,1,150.0,2,1,3,213
68,1,58.99,3,1,2,312
53,1,69.99,3,1,2,312
216,1,72.9,1,1,2,112
153,1,269.0,2,1,3,213
27,1,96.8,3,1,2,312
196,1,45.0,1,1,1,111
42,1,17.0,3,1,1,311
40,1,232.75,3,1,3,313
113,1,49.9,2,1,1,211
212,2,129.8,1,3,3,133
56,1,64.8,3,1,2,312
13,1,48.0,3,1,1,311
84,1,42.0,2,1,1,211
214,1,149.0,1,1,3,113
187,2,119.8,1,3,2,132
13,1,79.99,3,1,2,312
177,1,89.9,1,1,2,112
169,1,81.99,1,1,2,112
117,1,579.0,2,1,3,213
110,1,347.45,2,1,3,213
79,1,159.8,3,1,3,313
163,1,1649.89,2,1,3,213
29,1,16.5,3,1,1,311
136,1,215.0,2,1,3,213
230,1,69.9,1,1,2,112
180,1,227.39999999999998,1,1,3,113
177,1,79.0,1,1,2,112
193,1,21.99,1,1,1,111
204,1,149.9,1,1,3,113
37,1,29.99,3,1,1,311
195,1,49.95,1,1,1,111
53,1,539.0,3,1,3,313
107,1,1899.0,2,1,3,213
64,1,149.0,3,1,3,313
84,1,17.8,2,1,1,211
130,1,24.99,2,1,1,211
57,1,169.0,3,1,3,313
142,1,148.0,2,1,3,213
222,1,89.0,1,1,2,112
43,1,129.9,3,1,3,313
173,1,26.0,1,1,1,111
226,1,49.99,1,1,1,111
190,1,27.1,1,1,1,111
43,1,179.39999999999998,3,1,3,313
98,1,39.0,2,1,1,211
92,1,59.0,2,1,2,212
228,1,289.0,1,1,3,113
197,1,119.9,1,1,2,112
224,1,80.0,1,1,2,112
210,1,27.99,1,1,1,111
145,1,209.0,2,1,3,213
190,1,84.0,1,1,2,112
83,1,140.0,3,1,3,313
154,1,579.0,2,1,3,213
195,1,55.0,1,1,1,111
5,1,82.89,3,1,2,312
85,1,119.5,2,1,2,212
63,1,49.9,3,1,1,311
154,1,55.0,2,1,1,211
86,2,280.0,2,3,3,233
189,1,44.9,1,1,1,111
63,1,119.9,3,1,2,312
30,1,143.99,3,1,3,313
184,1,49.0,1,1,1,111
215,1,140.98000000000002,1,1,3,113
22,1,39.99,3,1,1,311
177,1,89.7,1,1,2,112
126,1,499.99,2,1,3,213
215,1,130.0,1,1,3,113
128,1,110.0,2,1,2,212
152,1,29.0,2,1,1,211
211,1,21.9,1,1,1,111
173,1,88.9,1,1,2,112
79,1,26.9,3,1,1,311
8,1,30.0,3,1,1,311
133,1,827.99,2,1,3,213
60,1,129.97,3,1,3,313
24,1,29.98,3,1,1,311
22,1,24.99,3,1,1,311
134,1,59.9,2,1,2,212
162,1,24.99,2,1,1,211
120,1,16.0,2,1,1,211
46,1,99.99,3,1,2,312
64,1,192.9,3,1,3,313
211,1,49.0,1,1,1,111
64,1,178.0,3,1,3,313
66,1,78.9,3,1,2,312
160,1,18.5,2,1,1,211
141,1,49.99,2,1,1,211
11,1,49.9,3,1,1,311
176,2,103.6,1,3,2,132
194,1,44.9,1,1,1,111
71,1,99.99,3,1,2,312
218,1,20.0,1,1,1,111
24,1,33.9,3,1,1,311
232,1,250.0,1,1,3,113
114,1,99.9,2,1,2,212
198,1,99.99,1,1,2,112
2,1,14.9,3,1,1,311
176,1,13.9,1,1,1,111
104,1,49.0,2,1,1,211
84,2,248.97,2,3,3,233
181,1,150.0,1,1,3,113
236,1,154.2,1,1,3,113
20,1,129.9,3,1,3,313
149,1,74.9,2,1,2,212
11,1,199.99,3,1,3,313
55,1,136.0,3,1,3,313
90,1,95.0,2,1,2,212
109,1,320.0,2,1,3,213
35,1,150.0,3,1,3,313
112,1,319.98,2,1,3,213
121,1,31.89,2,1,1,211
105,1,138.0,2,1,3,213
69,1,24.99,3,1,1,311
65,1,83.9,3,1,2,312
86,1,98.0,2,1,2,212
67,1,140.0,3,1,3,313
6,1,36.82,3,1,1,311
223,1,18.9,1,1,1,111
215,1,295.0,1,1,3,113
181,1,1049.0,1,1,3,113
79,1,242.01,3,1,3,313
27,1,123.47,3,1,2,312
165,1,169.9,1,1,3,113
198,1,119.8,1,1,2,112
70,1,78.0,3,1,2,312
154,1,68.89,2,1,2,212
108,3,1392.44,2,3,3,233
10,1,75.0,3,1,2,312
192,1,42.0,1,1,1,111
220,1,49.9,1,1,1,111
169,1,39.99,1,1,1,111
149,1,149.9,2,1,3,213
140,1,119.0,2,1,2,212
18,1,69.99,3,1,2,312
219,1,148.0,1,1,3,113
162,1,88.0,2,1,2,212
214,1,39.9,1,1,1,111
68,1,94.99,3,1,2,312
61,1,349.9,3,1,3,313
197,1,39.49,1,1,1,111
81,1,34.9,3,1,1,311
153,2,114.99,2,3,2,232
142,1,135.0,2,1,3,213
21,1,39.9,3,1,1,311
129,1,93.0,2,1,2,212
6,1,24.99,3,1,1,311
115,1,110.32,2,1,2,212
143,1,15.0,2,1,1,211
4,1,18.9,3,1,1,311
90,1,78.0,2,1,2,212
109,1,91.56,2,1,2,212
138,1,48.9,2,1,1,211
164,1,59.9,1,1,2,112
19,1,49.99,3,1,1,311
100,1,53.69,2,1,1,211
201,1,69.9,1,1,2,112
231,1,99.9,1,1,2,112
136,1,126.79,2,1,2,212
131,1,129.0,2,1,3,213
64,1,80.38,3,1,2,312
125,1,145.9,2,1,3,213
111,1,499.0,2,1,3,213
169,1,192.0,1,1,3,113
17,1,19.9,3,1,1,311
175,1,13.65,1,1,1,111
142,1,129.0,2,1,3,213
182,1,60.0,1,1,2,112
119,1,9.9,2,1,1,211
217,1,74.9,1,1,2,112
134,1,56.99,2,1,1,211
35,1,35.0,3,1,1,311
172,1,34.9,1,1,1,111
28,1,39.9,3,1,1,311
231,1,1046.38,1,1,3,113
140,1,60.1,2,1,2,212
10,1,32.9,3,1,1,311
63,1,163.99,3,1,3,313
166,1,64.9,1,1,2,112
191,1,150.0,1,1,3,113
208,1,199.8,1,1,3,113
124,1,195.0,2,1,3,213
134,1,129.87,2,1,3,213
50,1,49.9,3,1,1,311
79,1,49.99,3,1,1,311
216,1,40.49,1,1,1,111
52,1,41.9,3,1,1,311
159,1,47.65,2,1,1,211
51,1,199.99,3,1,3,313
63,1,149.0,3,1,3,313
191,1,22.5,1,1,1,111
23,1,527.9,3,1,3,313
22,1,34.5,3,1,1,311
99,2,239.9,2,3,3,233
195,1,129.99,1,1,3,113
36,1,24.9,3,1,1,311
56,1,79.99,3,1,2,312
14,1,24.99,3,1,1,311
163,1,59.0,2,1,2,212
71,1,110.32,3,1,2,312
106,1,63.98,2,1,2,212
222,1,222.0,1,1,3,113
139,1,569.0,2,1,3,213
72,1,35.0,3,1,1,311
227,1,43.0,1,1,1,111
125,1,129.9,2,1,3,213
99,1,109.8,2,1,2,212
41,1,69.8,3,1,2,312
135,1,60.2,2,1,2,212
61,1,165.0,3,1,3,313
157,1,41.99,2,1,1,211
175,1,179.0,1,1,3,113
77,1,199.9,3,1,3,313
29,1,48.9,3,1,1,311
166,1,224.0,1,1,3,113
120,1,221.45,2,1,3,213
33,1,245.0,3,1,3,313
222,1,50.0,1,1,1,111
195,1,599.65,1,1,3,113
180,1,27.9,1,1,1,111
152,1,186.99,2,1,3,213
39,1,109.9,3,1,2,312
218,1,180.0,1,1,3,113
37,1,12.0,3,1,1,311
23,1,61.4,3,1,2,312
33,1,21.96,3,1,1,311
148,1,48.9,2,1,1,211
211,1,99.8,1,1,2,112
151,1,7.0,2,1,1,211
157,1,79.99,2,1,2,212
181,1,27.9,1,1,1,111
186,1,69.9,1,1,2,112
229,1,114.9,1,1,2,112
164,1,125.46,1,1,2,112
134,1,9.6,2,1,1,211
90,1,59.99,2,1,2,212
163,1,129.0,2,1,3,213
132,1,79.99,2,1,2,212
98,1,349.9,2,1,3,213
96,1,150.0,2,1,3,213
25,1,79.9,3,1,2,312
177,1,105.9,1,1,2,112
143,1,89.99,2,1,2,212
43,1,249.9,3,1,3,313
106,1,120.0,2,1,2,212
159,1,44.99,2,1,1,211
177,1,81.5,1,1,2,112
10,1,395.0,3,1,3,313
55,1,379.9,3,1,3,313
94,1,499.9,2,1,3,213
156,1,69.99,2,1,2,212
125,1,59.99,2,1,2,212
194,1,150.0,1,1,3,113
133,1,718.0,2,1,3,213
169,1,296.0,1,1,3,113
226,1,21.05,1,1,1,111
156,1,129.9,2,1,3,213
105,1,159.8,2,1,3,213
175,1,35.0,1,1,1,111
50,1,194.0,3,1,3,313
20,1,240.99,3,1,3,313
228,1,119.9,1,1,2,112
173,1,219.0,1,1,3,113
187,1,44.9,1,1,1,111
237,1,9.9,1,1,1,111
74,1,50.0,3,1,1,311
75,1,142.85,3,1,3,313
131,1,22.99,2,1,1,211
226,1,89.9,1,1,2,112
65,1,47.9,3,1,1,311
204,1,899.0,1,1,3,113
105,1,40.0,2,1,1,211
55,1,123.9,3,1,2,312
69,1,498.0,3,1,3,313
203,1,129.9,1,1,3,113
48,1,39.99,3,1,1,311
195,1,74.9,1,1,2,112
154,1,22.5,2,1,1,211
80,1,187.0,3,1,3,313
172,1,23.7,1,1,1,111
196,1,199.0,1,1,3,113
190,1,100.0,1,1,2,112
56,1,23.98,3,1,1,311
175,1,199.9,1,1,3,113
223,1,47.0,1,1,1,111
187,1,69.0,1,1,2,112
195,1,210.0,1,1,3,113
217,2,174.39,1,3,3,133
8,1,179.0,3,1,3,313
174,1,122.99,1,1,2,112
211,1,105.9,1,1,2,112
172,1,35.0,1,1,1,111
161,1,74.99,2,1,2,212
149,1,191.47,2,1,3,213
199,1,89.0,1,1,2,112
107,1,39.9,2,1,1,211
132,1,12.25,2,1,1,211
117,1,131.99,2,1,3,213
192,1,74.9,1,1,2,112
216,1,140.9,1,1,3,113
87,1,28.69,2,1,1,211
72,1,39.99,3,1,1,311
217,1,29.99,1,1,1,111
34,1,119.9,3,1,2,312
65,1,49.9,3,1,1,311
148,1,99.0,2,1,2,212
27,1,186.0,3,1,3,313
149,1,99.9,2,1,2,212
158,1,19.9,2,1,1,211
35,1,539.9,3,1,3,313
168,1,149.9,1,1,3,113
167,1,149.9,1,1,3,113
14,1,72.6,3,1,2,312
53,1,179.9,3,1,3,313
235,1,169.9,1,1,3,113
17,1,110.0,3,1,2,312
34,1,55.0,3,1,1,311
43,1,184.9,3,1,3,313
140,1,199.0,2,1,3,213
187,1,161.7,1,1,3,113
194,1,149.9,1,1,3,113
153,1,76.99,2,1,2,212
105,1,179.0,2,1,3,213
75,1,36.99,3,1,1,311
200,1,108.99,1,1,2,112
229,1,136.99,1,1,3,113
122,1,115.0,2,1,2,212
28,2,93.97999999999999,3,3,2,332
74,1,59.99,3,1,2,312
180,1,154.08,1,1,3,113
206,1,29.9,1,1,1,111
14,1,179.9,3,1,3,313
118,1,376.18,2,1,3,213
28,1,69.9,3,1,2,312
113,1,98.0,2,1,2,212
192,1,29.9,1,1,1,111
33,1,209.0,3,1,3,313
159,1,53.9,2,1,1,211
159,1,69.9,2,1,2,212
32,1,27.9,3,1,1,311
11,1,49.89,3,1,1,311
77,1,32.99,3,1,1,311
155,1,122.99,2,1,2,212
191,1,24.99,1,1,1,111
61,1,39.9,3,1,1,311
168,1,325.0,1,1,3,113
215,1,69.9,1,1,2,112
167,1,139.89,1,1,3,113
20,1,39.9,3,1,1,311
197,1,109.9,1,1,2,112
26,1,42.0,3,1,1,311
45,1,56.0,3,1,1,311
203,1,45.0,1,1,1,111
73,1,330.0,3,1,3,313
61,1,15.0,3,1,1,311
113,1,155.99,2,1,3,213
105,1,199.9,2,1,3,213
214,1,12.77,1,1,1,111
153,1,44.8,2,1,1,211
73,1,135.0,3,1,3,313
28,1,98.99,3,1,2,312
161,1,36.99,2,1,1,211
104,1,510.0,2,1,3,213
77,1,110.32,3,1,2,312
236,1,119.8,1,1,2,112
35,1,51.9,3,1,1,311
95,1,101.08,2,1,2,212
220,2,151.8,1,3,3,133
54,1,199.9,3,1,3,313
30,1,189.0,3,1,3,313
109,1,159.99,2,1,3,213
30,1,318.98,3,1,3,313
157,1,149.99,2,1,3,213
111,1,169.99,2,1,3,213
232,2,115.79,1,3,2,132
50,1,64.99,3,1,2,312
238,1,1009.0,1,1,3,113
5,1,97.99,3,1,2,312
70,1,29.9,3,1,1,311
150,1,499.99,2,1,3,213
184,1,56.699999999999996,1,1,1,111
18,1,59.9,3,1,2,312
103,1,156.45,2,1,3,213
126,1,189.9,2,1,3,213
231,1,29.49,1,1,1,111
26,1,49.9,3,1,1,311
234,1,29.99,1,1,1,111
203,1,59.9,1,1,2,112
207,1,48.0,1,1,1,111
222,1,144.99,1,1,3,113
108,1,59.98,2,1,2,212
203,1,161.8,1,1,3,113
132,1,100.0,2,1,2,212
225,1,199.89,1,1,3,113
138,1,137.0,2,1,3,213
78,1,62.0,3,1,2,312
168,1,69.9,1,1,2,112
186,1,204.0,1,1,3,113
229,1,39.99,1,1,1,111
225,1,56.99,1,1,1,111
132,1,54.9,2,1,1,211
143,1,59.9,2,1,2,212
210,1,46.86,1,1,1,111
91,1,39.99,2,1,1,211
103,1,44.0,2,1,1,211
111,1,79.0,2,1,2,212
102,1,299.0,2,1,3,213
213,1,25.0,1,1,1,111
83,1,39.99,3,1,1,311
80,1,122.99,3,1,2,312
192,2,385.7,1,3,3,133
132,1,110.0,2,1,2,212
141,1,19.9,2,1,1,211
21,1,138.89,3,1,3,313
234,1,39.9,1,1,1,111
76,1,28.0,3,1,1,311
82,1,15.0,3,1,1,311
70,1,82.0,3,1,2,312
104,1,29.99,2,1,1,211
14,1,59.98,3,1,2,312
101,1,69.0,2,1,2,212
208,1,271.25,1,1,3,113
11,1,123.0,3,1,2,312
84,1,55.0,2,1,1,211
44,1,59.98,3,1,2,312
114,1,260.70000000000005,2,1,3,213
180,1,699.0,1,1,3,113
157,1,98.9,2,1,2,212
133,1,359.8,2,1,3,213
140,1,34.9,2,1,1,211
40,1,105.9,3,1,2,312
152,1,65.0,2,1,2,212
86,1,152.0,2,1,3,213
42,1,19.9,3,1,1,311
197,1,150.0,1,1,3,113
115,1,339.0,2,1,3,213
9,1,32.5,3,1,1,311
39,1,219.98,3,1,3,313
76,1,49.9,3,1,1,311
15,1,41.8,3,1,1,311
56,2,498.98,3,3,3,333
15,1,39.99,3,1,1,311
156,1,339.9,2,1,3,213
72,1,28.9,3,1,1,311
100,1,39.99,2,1,1,211
232,1,369.0,1,1,3,113
190,1,43.8,1,1,1,111
22,1,18.95,3,1,1,311
83,1,83.98,3,1,2,312
135,1,59.8,2,1,2,212
169,3,195.04000000000002,1,3,3,133
196,1,29.9,1,1,1,111
15,1,59.99,3,1,2,312
54,1,120.0,3,1,2,312
230,1,79.9,1,1,2,112
197,1,49.9,1,1,1,111
56,1,17.9,3,1,1,311
211,1,122.1,1,1,2,112
134,1,93.0,2,1,2,212
188,1,269.0,1,1,3,113
179,1,122.99,1,1,2,112
74,1,169.99,3,1,3,313
112,1,78.0,2,1,2,212
210,1,199.0,1,1,3,113
184,1,122.99,1,1,2,112
65,1,119.9,3,1,2,312
20,1,99.9,3,1,2,312
47,1,429.9,3,1,3,313
52,1,36.98,3,1,1,311
105,1,14.9,2,1,1,211
20,1,146.01,3,1,3,313
76,1,29.99,3,1,1,311
63,1,299.4,3,1,3,313
19,1,465.38,3,1,3,313
166,1,89.9,1,1,2,112
157,1,17.99,2,1,1,211
126,1,269.0,2,1,3,213
209,1,20.99,1,1,1,111
181,1,61.8,1,1,2,112
104,1,203.9,2,1,3,213
131,1,110.0,2,1,2,212
197,1,99.9,1,1,2,112
170,1,69.0,1,1,2,112
234,1,91.5,1,1,2,112
109,1,79.9,2,1,2,212
141,1,1106.99,2,1,3,213
174,1,59.99,1,1,2,112
142,1,44.9,2,1,1,211
213,1,1099.0,1,1,3,113
177,1,90.0,1,1,2,112
143,1,16.5,2,1,1,211
50,1,219.0,3,1,3,313
118,1,52.0,2,1,1,211
163,1,39.9,2,1,1,211
209,1,148.0,1,1,3,113
12,1,160.0,3,1,3,313
154,1,179.0,2,1,3,213
220,1,99.9,1,1,2,112
190,1,124.9,1,1,2,112
181,1,245.9,1,1,3,113
24,1,119.98,3,1,2,312
212,1,269.0,1,1,3,113
89,1,68.65,2,1,2,212
178,1,149.0,1,1,3,113
213,1,359.0,1,1,3,113
52,1,35.0,3,1,1,311
56,1,34.49,3,1,1,311
217,1,124.99,1,1,2,112
219,1,49.9,1,1,1,111
204,1,92.0,1,1,2,112
138,1,44.99,2,1,1,211
115,1,19.9,2,1,1,211
76,1,108.99,3,1,2,312
23,1,62.9,3,1,2,312
68,1,265.0,3,1,3,313
31,1,55.0,3,1,1,311
205,1,174.0,1,1,3,113
138,1,89.0,2,1,2,212
163,1,29.99,2,1,1,211
59,1,52.0,3,1,1,311
202,1,107.0,1,1,2,112
235,1,49.9,1,1,1,111
99,1,189.0,2,1,3,213
195,1,27.99,1,1,1,111
22,1,89.0,3,1,2,312
61,1,69.9,3,1,2,312
152,1,24.99,2,1,1,211
233,1,72.0,1,1,2,112
103,1,429.9,2,1,3,213
107,1,149.9,2,1,3,213
28,1,22.0,3,1,1,311
173,1,45.6,1,1,1,111
50,1,1129.99,3,1,3,313
55,1,35.9,3,1,1,311
196,1,199.9,1,1,3,113
50,1,79.0,3,1,2,312
210,1,44.9,1,1,1,111
57,1,10.0,3,1,1,311
182,1,10.0,1,1,1,111
203,1,98.0,1,1,2,112
170,1,63.9,1,1,2,112
161,1,319.96,2,1,3,213
131,1,58.0,2,1,2,212
237,1,119.8,1,1,2,112
106,1,169.99,2,1,3,213
226,1,144.99,1,1,3,113
68,1,124.9,3,1,2,312
62,1,129.0,3,1,3,313
88,1,84.99,2,1,2,212
6,1,28.99,3,1,1,311
62,1,49.9,3,1,1,311
197,1,119.8,1,1,2,112
69,1,90.0,3,1,2,312
18,1,189.0,3,1,3,313
215,1,166.99,1,1,3,113
34,1,109.9,3,1,2,312
198,1,98.9,1,1,2,112
160,1,199.9,2,1,3,213
118,1,129.9,2,1,3,213
204,1,149.9,1,1,3,113
219,1,120.0,1,1,2,112
223,1,14.0,1,1,1,111
84,1,135.0,2,1,3,213
90,1,99.8,2,1,2,212
20,1,69.0,3,1,2,312
193,1,179.49,1,1,3,113
112,1,34.74,2,1,1,211
191,1,32.9,1,1,1,111
190,1,149.9,1,1,3,113
47,1,29.29,3,1,1,311
78,2,99.8,3,3,2,332
178,1,439.9,1,1,3,113
129,1,99.9,2,1,2,212
132,1,849.99,2,1,3,213
223,1,199.9,1,1,3,113
60,1,43.5,3,1,1,311
