Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Segment
172,1,122.9,1,3,2,132
144,1,59.99,2,3,2,232
154,1,120.0,2,3,2,232
19,1,29.0,3,3,1,331
219,1,49.9,1,3,1,131
79,1,29.1,3,3,1,331
17,1,110.32,3,3,2,332
169,1,85.0,1,3,2,132
34,1,64.9,3,3,2,332
71,1,150.82,3,3,3,333
114,1,93.0,2,3,2,232
60,1,34.9,3,3,1,331
203,1,899.94,1,3,3,133
180,1,19.9,1,3,1,131
85,1,49.9,2,3,1,231
132,1,29.99,2,3,1,231
74,1,95.0,3,3,2,332
95,1,49.0,2,3,1,231
54,1,119.0,3,3,2,332
161,1,79.0,2,3,2,232
99,1,96.9,2,3,2,232
114,1,49.9,2,3,1,231
135,1,179.99,2,3,3,233
152,1,229.99,2,3,3,233
64,1,179.9,3,3,3,333
184,1,26.89,1,3,1,131
32,1,162.9,3,3,3,333
158,1,47.48,2,3,1,231
215,1,56.99,1,3,1,131
154,1,123.0,2,3,2,232
24,1,74.9,3,3,2,332
169,1,57.0,1,3,1,131
162,1,122.99,2,3,2,232
123,1,266.0,2,3,3,233
76,1,199.0,3,3,3,333
219,1,199.9,1,3,3,133
15,1,240.0,3,3,3,333
107,1,95.0,2,3,2,232
89,1,159.0,2,3,3,233
166,1,165.0,1,3,3,133
66,1,158.99,3,3,3,333
114,1,129.99,2,3,3,233
155,1,139.0,2,3,3,233
234,1,99.0,1,3,2,132
147,1,39.9,2,3,1,231
9,1,69.0,3,3,2,332
191,1,38.9,1,3,1,131
176,1,48.0,1,3,1,131
40,1,72.0,3,3,2,332
18,1,89.99,3,3,2,332
64,1,199.99,3,3,3,333
115,1,110.0,2,3,2,232
128,1,19.0,2,3,1,231
194,1,99.8,1,3,2,132
150,1,427.9,2,3,3,233
92,1,39.9,2,3,1,231
10,1,196.5,3,3,3,333
177,1,47.5,1,3,1,131
82,1,125.0,3,3,2,332
239,1,21.9,1,3,1,131
31,1,22.32,3,3,1,331
78,1,39.99,3,3,1,331
128,1,106.9,2,3,2,232
29,1,79.87,3,3,2,332
13,1,99.0,3,3,2,332
120,1,279.99,2,3,3,233
25,1,299.9,3,3,3,333
43,1,69.5,3,3,2,332
138,1,59.9,2,3,2,232
232,1,138.0,1,3,3,133
13,1,62.8,3,3,2,332
219,1,389.0,1,3,3,133
205,1,49.99,1,3,1,131
193,1,479.9,1,3,3,133
172,1,53.9,1,3,1,131
59,1,164.99,3,3,3,333
195,1,79.9,1,3,2,132
21,1,93.99,3,3,2,332
147,1,79.94,2,3,2,232
166,1,26.74,1,3,1,131
198,1,49.99,1,3,1,131
200,1,59.9,1,3,2,132
40,1,298.8,3,3,3,333
106,1,96.0,2,3,2,232
101,1,113.85,2,3,2,232
125,1,138.0,2,3,3,233
153,1,53.55,2,3,1,231
59,1,43.44,3,3,1,331
128,1,39.0,2,3,1,231
165,1,35.0,1,3,1,131
71,1,30.9,3,3,1,331
9,1,45.0,3,3,1,331
228,1,69.99,1,3,2,132
232,1,69.2,1,3,2,132
161,1,18.9,2,3,1,231
216,1,81.99,1,3,2,132
67,1,49.9,3,3,1,331
149,1,59.99,2,3,2,232
21,1,115.0,3,3,2,332
91,1,90.97,2,3,2,232
170,1,179.0,1,3,3,133
176,1,109.9,1,3,2,132
70,1,349.8,3,3,3,333
117,1,27.84,2,3,1,231
62,1,122.99,3,3,2,332
69,1,110.32,3,3,2,332
173,1,61.99,1,3,2,132
237,1,27.99,1,3,1,131
123,1,27.99,2,3,1,231
135,1,178.0,2,3,3,233
210,1,1100.0,1,3,3,133
171,1,44.9,1,3,1,131
35,1,279.96,3,3,3,333
104,2,195.2,2,3,3,233
69,1,20.0,3,3,1,331
58,1,25.9,3,3,1,331
183,1,36.9,1,3,1,131
29,1,36.75,3,3,1,331
202,1,59.9,1,3,2,132
196,1,170.0,1,3,3,133
199,1,122.99,1,3,2,132
119,1,29.9,2,3,1,231
22,1,69.0,3,3,2,332
231,1,69.0,1,3,2,132
92,1,24.9,2,3,1,231
2,1,23.98,3,3,1,331
214,1,29.9,1,3,1,131
160,1,13.65,2,3,1,231
136,1,54.9,2,3,1,231
91,1,27.99,2,3,1,231
85,1,144.9,2,3,3,233
235,1,53.99,1,3,1,131
147,1,34.9,2,3,1,231
20,2,257.79,3,3,3,333
23,1,58.0,3,3,2,332
28,1,40.0,3,3,1,331
171,1,185.0,1,3,3,133
56,1,35.9,3,3,1,331
115,1,209.99,2,3,3,233
163,1,52.9,2,3,1,231
22,1,110.0,3,3,2,332
162,1,180.0,2,3,3,233
64,1,93.8,3,3,2,332
136,1,33.9,2,3,1,231
151,1,125.9,2,3,2,232
212,1,39.9,1,3,1,131
13,1,510.99,3,3,3,333
73,1,187.8,3,3,3,333
64,1,669.8,3,3,3,333
126,1,29.99,2,3,1,231
4,1,38.0,3,3,1,331
182,1,57.5,1,3,1,131
131,1,83.9,2,3,2,232
152,1,24.9,2,3,1,231
212,1,159.9,1,3,3,133
201,1,249.5,1,3,3,133
37,1,379.95,3,3,3,333
46,1,125.0,3,3,2,332
236,1,79.0,1,3,2,132
89,1,179.99,2,3,3,233
25,1,78.0,3,3,2,332
112,1,49.99,2,3,1,231
47,1,66.99,3,3,2,332
218,1,89.5,1,3,2,132
31,1,130.0,3,3,3,333
21,1,19.9,3,3,1,331
22,1,8.99,3,3,1,331
36,1,29.9,3,3,1,331
113,1,99.9,2,3,2,232
157,1,99.9,2,3,2,232
120,1,99.9,2,3,2,232
204,1,159.99,1,3,3,133
212,1,177.99,1,3,3,133
206,1,30.0,1,3,1,131
160,1,129.9,2,3,3,233
20,1,109.0,3,3,2,332
71,1,19.9,3,3,1,331
229,1,159.9,1,3,3,133
180,1,49.0,1,3,1,131
21,1,345.6,3,3,3,333
36,1,65.0,3,3,2,332
71,1,319.0,3,3,3,333
209,1,196.2,1,3,3,133
55,1,106.0,3,3,2,332
177,1,56.0,1,3,1,131
92,1,124.9,2,3,2,232
204,1,79.0,1,3,2,132
83,1,44.99,3,3,1,331
79,1,66.99,3,3,2,332
233,1,89.0,1,3,2,132
150,1,50.4,2,3,1,231
165,1,215.0,1,3,3,133
79,1,84.99,3,3,2,332
62,1,59.7,3,3,2,332
65,1,99.99,3,3,2,332
209,1,220.0,1,3,3,133
225,1,75.89,1,3,2,132
113,1,399.0,2,3,3,233
168,1,29.9,1,3,1,131
196,1,59.99,1,3,2,132
99,1,12.0,2,3,1,231
195,1,35.9,1,3,1,131
83,1,1499.65,3,3,3,333
70,1,9.9,3,3,1,331
155,1,122.3,2,3,2,232
16,1,59.99,3,3,2,332
209,1,49.99,1,3,1,131
75,1,218.9,3,3,3,333
51,1,122.99,3,3,2,332
18,1,33.9,3,3,1,331
227,1,83.41,1,3,2,132
147,1,12.99,2,3,1,231
23,1,45.0,3,3,1,331
205,1,29.99,1,3,1,131
78,1,103.0,3,3,2,332
26,1,45.97,3,3,1,331
14,1,97.0,3,3,2,332
34,1,45.0,3,3,1,331
43,1,24.99,3,3,1,331
171,1,89.8,1,3,2,132
60,1,174.9,3,3,3,333
208,1,130.0,1,3,3,133
14,1,1240.0,3,3,3,333
100,1,79.98,2,3,2,232
183,1,69.9,1,3,2,132
65,1,60.0,3,3,2,332
205,1,34.99,1,3,1,131
155,1,33.8,2,3,1,231
42,1,28.9,3,3,1,331
121,1,69.99,2,3,2,232
215,1,79.9,1,3,2,132
9,1,10.9,3,3,1,331
73,1,139.99,3,3,3,333
55,1,45.0,3,3,1,331
179,1,99.0,1,3,2,132
185,1,65.0,1,3,2,132
65,1,120.0,3,3,2,332
57,1,763.5,3,3,3,333
10,1,95.72,3,3,2,332
58,1,299.99,3,3,3,333
30,2,215.0,3,3,3,333
11,1,179.0,3,3,3,333
167,1,39.99,1,3,1,131
20,1,71.4,3,3,2,332
169,1,13.2,1,3,1,131
162,1,239.0,2,3,3,233
110,1,388.9,2,3,3,233
201,1,17.9,1,3,1,131
219,1,29.99,1,3,1,131
189,1,29.99,1,3,1,131
180,1,40.5,1,3,1,131
167,1,829.0,1,3,3,133
105,1,179.9,2,3,3,233
13,1,27.9,3,3,1,331
88,1,156.9,2,3,3,233
157,1,190.0,2,3,3,233
155,1,29.9,2,3,1,231
130,1,159.0,2,3,3,233
78,1,730.0,3,3,3,333
8,1,92.0,3,3,2,332
160,1,55.0,2,3,1,231
222,1,12.9,1,3,1,131
216,1,59.0,1,3,2,132
125,1,8.9,2,3,1,231
144,1,120.0,2,3,2,232
219,1,44.9,1,3,1,131
217,1,140.0,1,3,3,133
15,1,38.99,3,3,1,331
130,1,49.9,2,3,1,231
22,1,12.9,3,3,1,331
52,1,19.9,3,3,1,331
45,1,516.9,3,3,3,333
176,1,39.9,1,3,1,131
139,1,80.0,2,3,2,232
215,1,75.0,1,3,2,132
128,1,99.9,2,3,2,232
211,1,59.9,1,3,2,132
23,1,84.3,3,3,2,332
86,1,75.9,2,3,2,232
42,1,86.0,3,3,2,332
168,1,269.0,1,3,3,133
135,1,148.0,2,3,3,233
9,1,90.0,3,3,2,332
130,1,95.0,2,3,2,232
65,1,20.0,3,3,1,331
27,1,170.0,3,3,3,333
65,1,286.8,3,3,3,333
209,1,104.9,1,3,2,132
165,1,467.0,1,3,3,133
8,1,38.98,3,3,1,331
170,1,45.99,1,3,1,131
30,1,76.9,3,3,2,332
156,1,43.0,2,3,1,231
66,1,39.99,3,3,1,331
159,1,24.99,2,3,1,231
106,1,59.98,2,3,2,232
132,1,79.99,2,3,2,232
192,1,19.9,1,3,1,131
171,1,89.18,1,3,2,132
154,1,29.99,2,3,1,231
92,1,325.49,2,3,3,233
100,2,329.9,2,3,3,233
132,1,35.9,2,3,1,231
213,1,36.99,1,3,1,131
201,1,70.9,1,3,2,132
147,1,72.9,2,3,2,232
167,1,180.0,1,3,3,133
76,1,149.9,3,3,3,333
32,1,59.9,3,3,2,332
226,1,27.9,1,3,1,131
121,1,69.9,2,3,2,232
190,1,180.0,1,3,3,133
216,1,140.9,1,3,3,133
41,1,19.9,3,3,1,331
181,1,72.89,1,3,2,132
81,1,159.9,3,3,3,333
13,1,122.99,3,3,2,332
130,1,28.0,2,3,1,231
26,1,274.49,3,3,3,333
7,1,395.0,3,3,3,333
220,1,79.9,1,3,2,132
217,1,419.9,1,3,3,133
196,1,29.0,1,3,1,131
212,1,88.99,1,3,2,132
201,1,12.9,1,3,1,131
117,1,29.99,2,3,1,231
83,1,119.0,3,3,2,332
22,1,44.0,3,3,1,331
36,1,79.9,3,3,2,332
48,1,181.0,3,3,3,333
5,1,11.35,3,3,1,331
37,1,118.0,3,3,2,332
155,1,19.99,2,3,1,231
116,1,89.9,2,3,2,232
191,1,280.0,1,3,3,133
32,1,129.9,3,3,3,333
224,1,58.0,1,3,2,132
33,1,109.99,3,3,2,332
210,1,443.0,1,3,3,133
164,1,149.9,1,3,3,133
38,1,19.9,3,3,1,331
199,1,61.8,1,3,2,132
180,1,183.0,1,3,3,133
114,1,119.99,2,3,2,232
202,1,130.0,1,3,3,133
133,1,149.9,2,3,3,233
67,1,40.0,3,3,1,331
71,1,155.0,3,3,3,333
13,1,49.9,3,3,1,331
187,1,72.99,1,3,2,132
37,1,22.32,3,3,1,331
184,1,78.9,1,3,2,132
177,1,64.99,1,3,2,132
142,1,49.0,2,3,1,231
56,1,209.0,3,3,3,333
238,1,160.0,1,3,3,133
133,1,179.0,2,3,3,233
63,1,149.65,3,3,3,333
191,1,18.9,1,3,1,131
45,1,78.0,3,3,2,332
8,1,289.0,3,3,3,333
109,1,49.0,2,3,1,231
215,1,53.9,1,3,1,131
126,1,25.64,2,3,1,231
203,1,21.9,1,3,1,131
93,1,279.8,2,3,3,233
215,1,99.0,1,3,2,132
106,1,77.99,2,3,2,232
36,1,152.9,3,3,3,333
107,1,45.0,2,3,1,231
75,1,492.0,3,3,3,333
233,1,31.9,1,3,1,131
207,1,15.0,1,3,1,131
107,1,180.0,2,3,3,233
21,1,61.4,3,3,2,332
221,1,159.0,1,3,3,133
112,1,278.0,2,3,3,233
114,1,670.0,2,3,3,233
84,1,29.9,2,3,1,231
15,1,309.9,3,3,3,333
6,1,120.0,3,3,2,332
239,1,47.6,1,3,1,131
37,1,50.0,3,3,1,331
170,1,399.9,1,3,3,133
156,1,71.28,2,3,2,232
145,1,125.02,2,3,2,232
140,1,113.89,2,3,2,232
137,1,214.0,2,3,3,233
137,1,55.0,2,3,1,231
238,1,40.0,1,3,1,131
144,1,22.99,2,3,1,231
198,1,144.99,1,3,3,133
212,1,28.5,1,3,1,131
15,1,39.8,3,3,1,331
162,1,23.99,2,3,1,231
236,1,341.0,1,3,3,133
223,1,62.0,1,3,2,132
30,1,72.9,3,3,2,332
217,1,99.9,1,3,2,132
31,1,69.99,3,3,2,332
238,1,29.99,1,3,1,131
99,1,70.0,2,3,2,232
231,1,69.9,1,3,2,132
102,1,17.9,2,3,1,231
204,1,150.0,1,3,3,133
119,1,119.99,2,3,2,232
107,1,265.0,2,3,3,233
27,1,29.99,3,3,1,331
31,1,48.9,3,3,1,331
33,1,159.9,3,3,3,333
114,1,69.9,2,3,2,232
221,1,229.0,1,3,3,133
24,1,39.9,3,3,1,331
166,1,59.0,1,3,2,132
124,1,150.0,2,3,3,233
198,1,39.99,1,3,1,131
71,1,79.9,3,3,2,332
164,1,15.12,1,3,1,131
86,1,197.0,2,3,3,233
30,1,65.99,3,3,2,332
141,1,776.0,2,3,3,233
170,1,65.0,1,3,2,132
100,1,53.8,2,3,1,231
149,1,300.0,2,3,3,233
34,1,77.89,3,3,2,332
65,1,150.0,3,3,3,333
155,1,47.9,2,3,1,231
149,1,19.9,2,3,1,231
107,1,598.0,2,3,3,233
9,1,189.0,3,3,3,333
70,1,119.85,3,3,2,332
168,1,59.99,1,3,2,132
42,1,122.99,3,3,2,332
197,1,408.0,1,3,3,133
225,1,99.56,1,3,2,132
38,1,89.69999999999999,3,3,2,332
180,1,35.0,1,3,1,131
94,1,29.9,2,3,1,231
49,1,161.42,3,3,3,333
220,1,157.77,1,3,3,133
204,1,174.9,1,3,3,133
227,1,76.8,1,3,2,132
142,1,719.0,2,3,3,233
225,1,149.0,1,3,3,133
183,1,22.9,1,3,1,131
105,1,53.79,2,3,1,231
22,1,77.9,3,3,2,332
16,1,139.0,3,3,3,333
91,1,49.99,2,3,1,231
12,1,79.99,3,3,2,332
177,1,109.9,1,3,2,132
216,1,95.54,1,3,2,132
92,1,389.9,2,3,3,233
41,1,966.9,3,3,3,333
165,1,20.99,1,3,1,131
195,1,227.88,1,3,3,133
111,1,119.8,2,3,2,232
103,1,330.0,2,3,3,233
33,1,290.0,3,3,3,333
30,1,19.99,3,3,1,331
238,1,82.9,1,3,2,132
176,1,39.97,1,3,1,131
195,2,149.98,1,3,3,133
175,1,47.9,1,3,1,131
116,1,49.99,2,3,1,231
80,1,79.0,3,3,2,332
28,1,105.0,3,3,2,332
41,2,278.0,3,3,3,333
35,1,30.0,3,3,1,331
108,1,155.9,2,3,3,233
105,1,219.9,2,3,3,233
230,1,29.5,1,3,1,131
67,1,197.9,3,3,3,333
178,1,16.0,1,3,1,131
81,1,70.0,3,3,2,332
94,1,350.0,2,3,3,233
106,1,49.8,2,3,1,231
217,1,449.9,1,3,3,133
235,1,149.9,1,3,3,133
10,1,179.0,3,3,3,333
235,1,59.9,1,3,2,132
237,1,76.9,1,3,2,132
37,1,74.9,3,3,2,332
234,1,23.99,1,3,1,131
187,1,63.0,1,3,2,132
125,1,87.0,2,3,2,232
238,1,38.89,1,3,1,131
105,1,38.9,2,3,1,231
222,1,120.0,1,3,2,132
141,1,25.98,2,3,1,231
94,1,113.85,2,3,2,232
128,1,53.5,2,3,1,231
183,1,199.0,1,3,3,133
69,1,1377.5,3,3,3,333
40,1,169.0,3,3,3,333
156,1,225.0,2,3,3,233
153,1,159.99,2,3,3,233
141,1,69.0,2,3,2,232
216,1,56.99,1,3,1,131
238,1,108.0,1,3,2,132
212,1,148.0,1,3,3,133
59,1,24.9,3,3,1,331
74,1,49.9,3,3,1,331
224,1,29.99,1,3,1,131
234,1,19.9,1,3,1,131
180,1,43.89,1,3,1,131
64,1,24.5,3,3,1,331
202,1,69.0,1,3,2,132
227,1,49.9,1,3,1,131
47,1,35.0,3,3,1,331
33,1,118.0,3,3,2,332
94,1,196.0,2,3,3,233
190,1,325.0,1,3,3,133
55,1,199.08,3,3,3,333
144,1,56.5,2,3,1,231
63,1,64.99,3,3,2,332
192,1,49.9,1,3,1,131
160,1,299.0,2,3,3,233
181,1,204.0,1,3,3,133
185,1,85.0,1,3,2,132
170,1,45.95,1,3,1,131
38,1,26.9,3,3,1,331
197,1,189.9,1,3,3,133
58,1,55.0,3,3,1,331
161,1,330.0,2,3,3,233
45,1,139.0,3,3,3,333
134,1,19.9,2,3,1,231
185,1,12.67,1,3,1,131
131,1,45.0,2,3,1,231
228,1,19.9,1,3,1,131
194,1,259.0,1,3,3,133
216,1,70.0,1,3,2,132
124,1,149.94,2,3,3,233
161,1,95.3,2,3,2,232
204,1,10.99,1,3,1,131
65,1,79.9,3,3,2,332
1,1,69.0,3,3,2,332
112,1,136.0,2,3,3,233
135,1,110.0,2,3,2,232
106,1,23.99,2,3,1,231
201,1,18.49,1,3,1,131
235,1,19.95,1,3,1,131
72,1,29.9,3,3,1,331
113,1,43.0,2,3,1,231
184,1,40.3,1,3,1,131
198,1,97.9,1,3,2,132
77,2,258.9,3,3,3,333
116,1,119.99,2,3,2,232
201,1,24.99,1,3,1,131
39,1,230.0,3,3,3,333
138,1,92.0,2,3,2,232
193,1,69.0,1,3,2,132
33,1,49.99,3,3,1,331
225,1,18.9,1,3,1,131
73,1,21.8,3,3,1,331
22,1,25.06,3,3,1,331
90,1,227.9,2,3,3,233
51,1,58.5,3,3,2,332
6,1,107.96,3,3,2,332
99,1,20.9,2,3,1,231
21,1,94.9,3,3,2,332
118,1,156.0,2,3,3,233
53,1,38.98,3,3,1,331
148,1,36.0,2,3,1,231
8,1,104.97,3,3,2,332
86,1,122.99,2,3,2,232
234,1,99.99,1,3,2,132
160,1,53.99,2,3,1,231
67,1,13.65,3,3,1,331
182,1,32.5,1,3,1,131
234,1,117.9,1,3,2,132
28,1,13.0,3,3,1,331
69,1,100.0,3,3,2,332
58,1,203.0,3,3,3,333
121,1,49.0,2,3,1,231
27,1,179.9,3,3,3,333
158,1,84.9,2,3,2,232
63,2,90.7,3,3,2,332
237,1,639.0,1,3,3,133
50,1,11.9,3,3,1,331
203,1,89.9,1,3,2,132
8,1,285.0,3,3,3,333
142,1,149.99,2,3,3,233
137,1,43.010000000000005,2,3,1,231
227,1,119.0,1,3,2,132
158,1,258.76,2,3,3,233
115,1,110.0,2,3,2,232
110,1,299.8,2,3,3,233
120,1,19.49,2,3,1,231
154,1,25.0,2,3,1,231
104,1,45.0,2,3,1,231
183,1,358.98,1,3,3,133
204,1,13.99,1,3,1,131
236,1,59.99,1,3,2,132
46,1,129.9,3,3,3,333
14,1,66.41,3,3,2,332
38,1,40.0,3,3,1,331
95,1,109.0,2,3,2,232
235,1,12.25,1,3,1,131
28,1,199.9,3,3,3,333
217,1,89.0,1,3,2,132
88,1,179.9,2,3,3,233
113,1,220.64,2,3,3,233
126,1,89.9,2,3,2,232
74,1,160.0,3,3,3,333
82,1,149.9,3,3,3,333
204,1,24.9,1,3,1,131
15,1,56.99,3,3,1,331
96,1,36.49,2,3,1,231
203,1,49.9,1,3,1,131
209,1,348.8,1,3,3,133
116,1,35.9,2,3,1,231
221,1,78.0,1,3,2,132
91,1,134.9,2,3,3,233
128,1,119.69999999999999,2,3,2,232
37,1,49.99,3,3,1,331
76,1,189.9,3,3,3,333
89,1,78.0,2,3,2,232
232,1,47.49,1,3,1,131
29,1,185.0,3,3,3,333
181,1,99.0,1,3,2,132
198,1,210.0,1,3,3,133
152,1,48.32,2,3,1,231
211,1,41.9,1,3,1,131
8,1,150.0,3,3,3,333
41,1,299.9,3,3,3,333
223,1,97.65,1,3,2,132
161,1,50.99,2,3,1,231
135,1,44.99,2,3,1,231
198,1,39.0,1,3,1,131
87,1,102.0,2,3,2,232
65,1,25.0,3,3,1,331
41,1,179.99,3,3,3,333
105,1,65.0,2,3,2,232
20,1,54.9,3,3,1,331
143,1,23.99,2,3,1,231
222,1,39.99,1,3,1,131
168,1,75.6,1,3,2,132
67,1,149.65,3,3,3,333
231,1,34.3,1,3,1,131
152,1,25.34,2,3,1,231
27,1,75.0,3,3,2,332
238,1,79.9,1,3,2,132
187,1,179.99,1,3,3,133
7,1,69.8,3,3,2,332
210,1,69.9,1,3,2,132
81,1,57.9,3,3,2,332
83,1,11.5,3,3,1,331
166,1,27.99,1,3,1,131
137,1,21.0,2,3,1,231
23,1,79.9,3,3,2,332
108,1,19.9,2,3,1,231
63,1,260.0,3,3,3,333
81,1,55.99,3,3,1,331
211,1,122.99,1,3,2,132
8,1,59.99,3,3,2,332
125,1,99.9,2,3,2,232
71,1,134.9,3,3,3,333
139,1,119.9,2,3,2,232
175,1,550.9,1,3,3,133
217,1,408.0,1,3,3,133
229,1,391.6,1,3,3,133
75,1,78.0,3,3,2,332
154,1,99.9,2,3,2,232
35,1,119.8,3,3,2,332
110,1,89.99,2,3,2,232
19,1,49.99,3,3,1,331
102,1,67.0,2,3,2,232
217,1,33.9,1,3,1,131
155,2,129.75,2,3,3,233
146,1,300.0,2,3,3,233
217,1,58.0,1,3,2,132
54,1,55.0,3,3,1,331
170,1,146.99,1,3,3,133
34,1,79.99,3,3,2,332
39,1,70.0,3,3,2,332
230,1,108.9,1,3,2,132
77,1,32.9,3,3,1,331
41,2,276.0,3,3,3,333
228,1,168.9,1,3,3,133
41,1,149.0,3,3,3,333
54,1,149.0,3,3,3,333
217,1,70.47,1,3,2,132
88,1,399.0,2,3,3,233
102,1,119.0,2,3,2,232
64,1,53.44,3,3,1,331
183,1,52.0,1,3,1,131
105,1,497.1,2,3,3,233
55,1,25.0,3,3,1,331
93,1,79.0,2,3,2,232
77,1,52.9,3,3,1,331
114,1,106.0,2,3,2,232
71,1,139.99,3,3,3,333
137,1,44.9,2,3,1,231
134,1,86.0,2,3,2,232
61,1,49.9,3,3,1,331
104,1,201.9,2,3,3,233
152,1,147.9,2,3,3,233
90,1,74.9,2,3,2,232
127,1,409.99,2,3,3,233
51,1,99.9,3,3,2,332
66,1,44.4,3,3,1,331
119,1,129.8,2,3,3,233
114,1,369.0,2,3,3,233
233,1,19.99,1,3,1,131
110,1,29.9,2,3,1,231
14,1,259.0,3,3,3,333
115,1,99.49,2,3,2,232
182,1,428.0,1,3,3,133
135,1,289.0,2,3,3,233
200,1,45.9,1,3,1,131
135,1,119.97,2,3,2,232
108,1,79.9,2,3,2,232
231,1,49.9,1,3,1,131
193,1,93.0,1,3,2,132
48,1,68.9,3,3,2,332
199,1,49.9,1,3,1,131
142,2,83.99,2,3,2,232
238,1,50.0,1,3,1,131
36,1,27.9,3,3,1,331
224,1,99.9,1,3,2,132
239,1,65.0,1,3,2,132
14,1,145.0,3,3,3,333
209,1,34.3,1,3,1,131
182,1,149.9,1,3,3,133
196,1,29.99,1,3,1,131
135,1,69.9,2,3,2,232
182,1,28.14,1,3,1,131
184,1,89.98,1,3,2,132
125,1,95.0,2,3,2,232
110,1,38.0,2,3,1,231
29,1,139.0,3,3,3,333
101,1,239.0,2,3,3,233
115,1,69.9,2,3,2,232
194,1,149.9,1,3,3,133
78,1,24.5,3,3,1,331
62,1,99.18,3,3,2,332
116,1,135.9,2,3,3,233
29,1,79.9,3,3,2,332
119,1,89.6,2,3,2,232
61,1,46.99,3,3,1,331
137,1,199.9,2,3,3,233
177,1,49.8,1,3,1,131
208,1,78.0,1,3,2,132
31,1,41.9,3,3,1,331
103,1,159.9,2,3,3,233
145,1,80.5,2,3,2,232
36,1,189.0,3,3,3,333
103,1,195.9,2,3,3,233
9,1,69.97,3,3,2,332
43,1,98.9,3,3,2,332
166,1,39.99,1,3,1,131
104,1,13.99,2,3,1,231
218,1,59.9,1,3,2,132
55,1,29.99,3,3,1,331
18,1,24.99,3,3,1,331
203,1,117.9,1,3,2,132
107,1,149.99,2,3,3,233
87,1,69.99,2,3,2,232
41,1,110.99,3,3,2,332
97,1,219.0,2,3,3,233
77,1,319.0,3,3,3,333
189,1,79.99,1,3,2,132
208,1,44.88,1,3,1,131
142,1,18.15,2,3,1,231
57,1,139.9,3,3,3,333
140,1,39.5,2,3,1,231
195,2,31.1,1,3,1,131
170,1,135.0,1,3,3,133
163,1,62.9,2,3,2,232
100,1,49.0,2,3,1,231
135,1,138.0,2,3,3,233
42,1,19.0,3,3,1,331
221,1,94.0,1,3,2,132
106,1,26.9,2,3,1,231
172,1,299.0,1,3,3,133
110,1,145.0,2,3,3,233
163,1,467.0,2,3,3,233
181,1,125.0,1,3,2,132
26,1,100.0,3,3,2,332
34,1,119.9,3,3,2,332
13,1,99.99,3,3,2,332
182,1,53.9,1,3,1,131
72,1,49.5,3,3,1,331
115,1,24.9,2,3,1,231
106,1,170.0,2,3,3,233
187,1,204.0,1,3,3,133
45,1,229.9,3,3,3,333
237,1,12.9,1,3,1,131
61,1,22.0,3,3,1,331
164,1,129.9,1,3,3,133
43,1,120.0,3,3,2,332
124,1,249.0,2,3,3,233
207,2,299.9,1,3,3,133
224,1,745.0,1,3,3,133
106,1,118.0,2,3,2,232
123,1,69.0,2,3,2,232
171,1,151.9,1,3,3,133
118,1,139.9,2,3,3,233
102,1,220.0,2,3,3,233
51,1,179.0,3,3,3,333
135,1,49.1,2,3,1,231
65,1,29.99,3,3,1,331
211,1,49.0,1,3,1,131
30,1,8.99,3,3,1,331
29,1,119.0,3,3,2,332
118,1,126.69,2,3,2,232
189,1,22.99,1,3,1,131
225,1,44.79,1,3,1,131
123,1,195.0,2,3,3,233
41,1,164.9,3,3,3,333
18,1,119.99,3,3,2,332
59,1,269.0,3,3,3,333
230,1,29.5,1,3,1,131
130,1,115.0,2,3,2,232
84,1,9.9,2,3,1,231
79,1,149.9,3,3,3,333
181,1,49.9,1,3,1,131
67,1,99.9,3,3,2,332
191,1,52.0,1,3,1,131
216,1,77.9,1,3,2,132
14,1,72.99,3,3,2,332
31,1,237.0,3,3,3,333
138,1,50.0,2,3,1,231
224,1,299.0,1,3,3,133
110,1,99.0,2,3,2,232
238,1,79.0,1,3,2,132
166,1,149.0,1,3,3,133
8,1,87.9,3,3,2,332
1,1,29.99,3,3,1,331
59,1,56.99,3,3,1,331
2,1,299.99,3,3,3,333
105,1,47.99,2,3,1,231
61,1,60.9,3,3,2,332
119,1,29.9,2,3,1,231
25,1,12.99,3,3,1,331
41,1,66.0,3,3,2,332
112,1,179.49,2,3,3,233
82,1,79.9,3,3,2,332
132,1,22.9,2,3,1,231
46,1,203.89,3,3,3,333
65,1,120.0,3,3,2,332
21,1,34.5,3,3,1,331
107,1,27.9,2,3,1,231
103,1,65.0,2,3,2,232
179,1,29.98,1,3,1,131
51,1,149.9,3,3,3,333
205,1,219.9,1,3,3,133
219,1,108.0,1,3,2,132
154,1,49.99,2,3,1,231
212,1,47.49,1,3,1,131
217,1,439.0,1,3,3,133
196,1,59.9,1,3,2,132
23,1,287.0,3,3,3,333
179,1,99.9,1,3,2,132
78,1,239.70000000000002,3,3,3,333
62,1,85.0,3,3,2,332
76,1,49.9,3,3,1,331
212,1,99.9,1,3,2,132
224,1,49.9,1,3,1,131
183,1,120.0,1,3,2,132
81,1,8.7,3,3,1,331
213,1,34.9,1,3,1,131
211,1,169.0,1,3,3,133
46,1,40.35,3,3,1,331
118,1,4.99,2,3,1,231
182,1,74.0,1,3,2,132
231,1,725.0,1,3,3,133
6,1,74.9,3,3,2,332
146,1,49.9,2,3,1,231
180,1,53.99,1,3,1,131
